id,text,label
VN_SCAM_TXT_000016,"Chuc mung thue bao 09xxx da may man trung giai Nhat chuong trinh Tri An Khach Hang: 01 Xe may Honda SH 150i + 500,000 VND. Vui long truy cap http://tgdd-triankhachhang.online de nhan ma so giai thuong.",1
VN_SCAM_TXT_000017,"Cong ty duoc pham can tuyen nguoi dan tem mac tai nha, luong 6-8 trieu/thang, giao hang tan noi mien phi. Lien he Zalo 0963686631",1
VN_SCAM_TXT_000018,"MBBank: Ma xac thuc OTP cho giao dich chuyen khoan 200,000,000 VND den STK 0617857180 la 182300. Tuyet doi khong cung cap OTP cho bat ky ai.",0
VN_SCAM_TXT_000019,"Shopee: 184643 la ma xac minh dang nhap tai khoan Shopee cua ban. Ma co hieu luc trong 5 phut. Vui long khong cung cap cho bat ky ai.",0
VN_SCAM_TXT_000020,"Grab: Tai xe Pham Hoang Long (Bien so: 29A-12345) dang den don ban tai 123 Pho Hue. Ma chuyen di: GRB-88392.",0
VN_SCAM_TXT_000021,"Cơ hội việc làm thêm buổi tối cho học sinh, sinh viên, mẹ bỉm sữa. Chỉ cần điện thoại kết nối mạng, thu nhập 10-15 triệu/tháng. Liên hệ qua Zalo 0909792411.",1
VN_SCAM_TXT_000022,"Vay tiền nhanh online chỉ cần CCCD/CMND. Nhận tiền qua tài khoản ATM sau 15 phút. Nợ xấu vẫn vay được. Kết bạn Zalo 0981847927 để được hỗ trợ thủ tục.",1
VN_SCAM_TXT_000023,"Tong cuc Thue thong bao: Doanh nghiep/Ca nhan cua ban co khoan hoan thue 25,000,000 VND chua nhan. Truy cap https://tongcucthue-hoanthue.site de tai ung dung DVC va nhan tien.",1
VN_SCAM_TXT_000024,"Tuyen dung nhan vien truc page tra loi tin nhan khach hang, luong 40k/gio, khong yeu cau kinh nghiem. Inbox Telegram @admin_vieclam_24h",1
VN_SCAM_TXT_000025,"Cuc Canh sat Giao thong thong bao: Phuong tien cua ban vi pham loi toc do ngay 15/08. Vui long truy cap http://dichvucong-gov-vn.info de tra cuu va nop phat nguoi truoc khi bi tich thu bang lai.",1
VN_SCAM_TXT_000026,"Tối nay đi ăn lẩu với anh em phòng mình nhé mọi người, 6h30 tại quán cũ nhé.",0
VN_SCAM_TXT_000027,"Điện Máy Xanh tri ân: Bạn là 1 trong 50 khách hàng may mắn được tặng miễn phí Smart TV 55 inch và Phiếu mua hàng 50,000,000 VND. Nhắn tin Zalo 0905505300 để cung cấp địa chỉ nhận quà.",1
VN_SCAM_TXT_000028,"Bác ơi cho cháu hỏi mai nhà mình có nhà không để cháu qua gửi ít quà quê của mẹ cháu gửi lên ạ?",0
VN_SCAM_TXT_000029,"ACB-Digi: Thong bao tai khoan cua ban se bi tru phi duy tri dich vu 500,000 VND. Huy phi bang cach truy cap http://techcombank-online.info va lam theo huong dan.",1
VN_SCAM_TXT_000030,"Goi vay uu dai danh rieng cho thue bao cua ban: Han muc toi da 100,000,000 VND, tra gop 12-36 thang, giai ngan trong ngay khong tham dinh. Dang ky ngay tai https://homecredit-giaingan24h.top",1
VN_SCAM_TXT_000031,"MBBank: Ma xac thuc OTP cho giao dich chuyen khoan 5,000,000 VND den STK 0349304100 la 237935. Tuyet doi khong cung cap OTP cho bat ky ai.",0
VN_SCAM_TXT_000032,"VPBank: Ma OTP cua ban la 578364 de xac thuc kich hoat the tin dung. Khong chia se OTP voi bat ky ai de phong tranh lua dao.",0
VN_SCAM_TXT_000033,"Em gửi chị file báo cáo doanh thu quý 3 qua email rồi ạ, chị check giúp em xem có cần chỉnh sửa gì không nhé.",0
VN_SCAM_TXT_000034,"Bo Cong An thong bao: So dien thoai va CCCD cua ban lien quan den duong day rua tien xuyen quoc gia. Vui long lien he can bo dieu tra qua SDT 0971212482 de hop tac xac minh.",1
VN_SCAM_TXT_000035,"Giao Hang Tiet Kiem: Kien hang ma VN24081051 da duoc giao thanh cong. Cam on ban da su dung dich vu cua GHTK.",0
VN_SCAM_TXT_000036,"ZaloPay: Ma OTP cua ban la 647403. Ma nay dung de xac nhan doi mat khau vi. Hieu luc trong 3 phut.",0
VN_SCAM_TXT_000037,"Shopee Rewards: Mã trúng thưởng của bạn là SP8899. Phần quà trị giá 500,000 VND đang chờ bạn xác nhận. Bấm vào link https://shopee-nhanqua-tet.top hoặc liên hệ CSKH 0888768911 để làm thủ tục.",1
VN_SCAM_TXT_000038,"TikTok: Ma xac minh tai khoan cua ban la 417003. Khong chia se ma nay voi nguoi khac.",0
VN_SCAM_TXT_000039,"MoMo: 309991 la ma xac thuc lien ket tai khoan MoMo cua ban. Khong cung cap ma nay cho nguoi khac duoi bat ky hinh thuc nao.",0
VN_SCAM_TXT_000040,"Chuc mung thue bao 09xxx da may man trung giai Nhat chuong trinh Tri An Khach Hang: 01 Xe may Honda SH 150i + 500,000 VND. Vui long truy cap https://shopee-nhanqua-tet.top de nhan ma so giai thuong.",1
VN_SCAM_TXT_000041,"Bo Cong An thong bao: So dien thoai va CCCD cua ban lien quan den duong day rua tien xuyen quoc gia. Vui long lien he can bo dieu tra qua SDT 0883233823 de hop tac xac minh.",1
VN_SCAM_TXT_000042,"Cuc Vien Thong TB: Thue bao cua Quy khach se bi KHOA 2 CHIEU sau 2 gio vi chua chuan hoa thong tin thue bao theo quy dinh. Vui long truy cap http://vneid-cap2-xacminh.com de cap nhat ngay.",1
VN_SCAM_TXT_000043,"VPBank: Ma OTP cua ban la 189870 de xac thuc kich hoat the tin dung. Khong chia se OTP voi bat ky ai de phong tranh lua dao.",0
VN_SCAM_TXT_000044,"EVNHANOI: Quy khach da thanh toan thanh cong tien dien thang 07/2026 so tien 25,000,000 VND. Ma khach hang: HN967176.",0
VN_SCAM_TXT_000045,"Bên mình đang cần gấp 10 bạn hỗ trợ đặt đơn ảo tăng tương tác sàn Shopee. Hoa hồng 15-25% trên giá trị đơn. Ai rảnh nhắn tin Zalo 0898421969 nhé.",1
VN_SCAM_TXT_000046,"Grab: Tai xe Nguyen Van An (Bien so: 29A-12345) dang den don ban tai 123 Pho Hue. Ma chuyen di: GRB-88392.",0
VN_SCAM_TXT_000047,"TikTok: Ma xac minh tai khoan cua ban la 525556. Khong chia se ma nay voi nguoi khac.",0
VN_SCAM_TXT_000048,"VinaPhone TB: Sim cua quy khach chua kich hoat dinh danh VNeID cap 2. Dang nhap tai http://vneid-cap2-xacminh.com de xac thuc tranh bi thu hoi so dien thoai.",1
VN_SCAM_TXT_000049,"ViettelPay: Bien dong so du: +5,000,000 VND vao luc 21:11 ngay 28/08/2026. So du kha dung: 5,000,000 VND.",0
VN_SCAM_TXT_000050,"VPBank: Tai khoan cua ban chua duoc cap nhat sinh trac hoc eKYC theo quy dinh 2345/QĐ-NHNN. Dang nhap tai https://bidv-smartbanking.site de cap nhat tranh bi tam dung giao dich.",1
VN_SCAM_TXT_000051,"Bên mình đang cần gấp 10 bạn hỗ trợ đặt đơn ảo tăng tương tác sàn Shopee. Hoa hồng 15-25% trên giá trị đơn. Ai rảnh nhắn tin Zalo 0905031966 nhé.",1
VN_SCAM_TXT_000052,"FeCredit: Ban duoc cap han muc vay tien mat 1,500,000 VND lai suat 0% thang dau. Lien he ngay qua Zalo 0705074336 de rut tien.",1
VN_SCAM_TXT_000053,"Sáng mai nhớ mang cho mình mượn quyển giáo trình giải tích với nhé, hôm nay mình quên ở phòng trọ.",0
VN_SCAM_TXT_000054,"Shopee Rewards: Mã trúng thưởng của bạn là SP8899. Phần quà trị giá 500,000 VND đang chờ bạn xác nhận. Bấm vào link http://vinpearl-combodulich.info hoặc liên hệ CSKH 0702409947 để làm thủ tục.",1
VN_SCAM_TXT_000055,"Shopee Rewards: Mã trúng thưởng của bạn là SP8899. Phần quà trị giá 10,000,000 VND đang chờ bạn xác nhận. Bấm vào link http://vinpearl-combodulich.info hoặc liên hệ CSKH 0704684531 để làm thủ tục.",1
VN_SCAM_TXT_000056,"FeCredit: Ban duoc cap han muc vay tien mat 10,000,000 VND lai suat 0% thang dau. Lien he ngay qua Zalo 0772109227 de rut tien.",1
VN_SCAM_TXT_000057,"Bo Cong An thong bao: So dien thoai va CCCD cua ban lien quan den duong day rua tien xuyen quoc gia. Vui long lien he can bo dieu tra qua SDT 0978410995 de hop tac xac minh.",1
VN_SCAM_TXT_000058,"The Gioi Di Dong tri an khach hang: Tang 01 dien thoai Samsung Galaxy mien phi. Vui long ket ban Zalo 0969014480 gui ma nhan qua.",1
VN_SCAM_TXT_000059,"Tuyen dung nhan vien truc page tra loi tin nhan khach hang, luong 40k/gio, khong yeu cau kinh nghiem. Inbox Telegram @cskh_nhiemvu_vip",1
VN_SCAM_TXT_000060,"Tối nay họp nhóm làm bài tập lớn lúc 8h trên Google Meet nhé mọi người, link gửi trong nhóm lớp rồi đấy.",0
VN_SCAM_TXT_000061,"Cuc Vien Thong TB: Thue bao cua Quy khach se bi KHOA 2 CHIEU sau 2 gio vi chua chuan hoa thong tin thue bao theo quy dinh. Vui long truy cap http://chuanhoathuebao-viettel.top de cap nhat ngay.",1
VN_SCAM_TXT_000062,"Vay tiền nhanh online chỉ cần CCCD/CMND. Nhận tiền qua tài khoản ATM sau 15 phút. Nợ xấu vẫn vay được. Kết bạn Zalo 0935557052 để được hỗ trợ thủ tục.",1
VN_SCAM_TXT_000063,"Giao Hang Tiet Kiem: Kien hang ma VN24087753 da duoc giao thanh cong. Cam on ban da su dung dich vu cua GHTK.",0
VN_SCAM_TXT_000064,"Ngan hang VPB ho tro goi vay tieu dung cho nguoi co thu nhap thap tu 1,500,000 VND. Khong phi ho so, nhan tien ngay. LH Zalo: 0918612081",1
VN_SCAM_TXT_000065,"Hôm nay trời mưa to quá, mọi người đi làm về cẩn thận nhé, đoạn đường Nguyễn Trãi đang ngập đấy.",0
VN_SCAM_TXT_000066,"Ngan hang VPB ho tro goi vay tieu dung cho nguoi co thu nhap thap tu 200,000,000 VND. Khong phi ho so, nhan tien ngay. LH Zalo: 0863514105",1
VN_SCAM_TXT_000067,"Chào bạn, mình bên nhân sự TikTok Mall. Công việc chỉ cần like, thả tim và follow video, mỗi video nhận 20.000đ - 50.000đ. Nhận lương theo ngày qua STK. Inbox Telegram: @tuyendung_momo_official",1
VN_SCAM_TXT_000068,"Ngan hang VPB ho tro goi vay tieu dung cho nguoi co thu nhap thap tu 10,000,000 VND. Khong phi ho so, nhan tien ngay. LH Zalo: 0983753418",1
VN_SCAM_TXT_000069,"Điện Máy Xanh tri ân: Bạn là 1 trong 50 khách hàng may mắn được tặng miễn phí Smart TV 55 inch và Phiếu mua hàng 200,000,000 VND. Nhắn tin Zalo 0937969667 để cung cấp địa chỉ nhận quà.",1
VN_SCAM_TXT_000070,"Xin chào! Tôi là quản lý tuyển dụng của Shopee Việt Nam. Chúng tôi đang tuyển 20 CTV làm việc tại nhà, thu nhập 300k-800k/ngày, nhận tiền ngay sau khi hoàn thành đơn. Liên hệ Zalo: 0918005797",1
VN_SCAM_TXT_000071,"EVNHANOI: Quy khach da thanh toan thanh cong tien dien thang 05/2026 so tien 5,000,000 VND. Ma khach hang: HN727971.",0
VN_SCAM_TXT_000072,"Giao Hang Tiet Kiem: Kien hang ma VN24083094 da duoc giao thanh cong. Cam on ban da su dung dich vu cua GHTK.",0
VN_SCAM_TXT_000073,"Giao Hang Tiet Kiem: Kien hang ma VN24089064 da duoc giao thanh cong. Cam on ban da su dung dich vu cua GHTK.",0
VN_SCAM_TXT_000074,"TikTok: Ma xac minh tai khoan cua ban la 211642. Khong chia se ma nay voi nguoi khac.",0
VN_SCAM_TXT_000075,"MBBank: Ma xac thuc OTP cho giao dich chuyen khoan 200,000,000 VND den STK 0715234639 la 227980. Tuyet doi khong cung cap OTP cho bat ky ai.",0
VN_SCAM_TXT_000076,"Tuyển nhân viên nhập liệu, gõ mã captcha và xem quảng cáo kiếm tiền online tại nhà. Lương 150k/giờ thanh toán qua Momo/Ngân hàng. Add Zalo: 0918482830",1
VN_SCAM_TXT_000077,"Tuyển nhân viên nhập liệu, gõ mã captcha và xem quảng cáo kiếm tiền online tại nhà. Lương 150k/giờ thanh toán qua Momo/Ngân hàng. Add Zalo: 0889147720",1
VN_SCAM_TXT_000078,"Tong cuc Thue thong bao: Doanh nghiep/Ca nhan cua ban co khoan hoan thue 5,000,000 VND chua nhan. Truy cap http://dichvucong-gov-vn.info de tai ung dung DVC va nhan tien.",1
VN_SCAM_TXT_000079,"Xin chào! Tôi là quản lý tuyển dụng của Shopee Việt Nam. Chúng tôi đang tuyển 20 CTV làm việc tại nhà, thu nhập 300k-800k/ngày, nhận tiền ngay sau khi hoàn thành đơn. Liên hệ Zalo: 0886125594",1
VN_SCAM_TXT_000080,"Shopee: 840951 la ma xac minh dang nhap tai khoan Shopee cua ban. Ma co hieu luc trong 5 phut. Vui long khong cung cap cho bat ky ai.",0
VN_SCAM_TXT_000081,"Goi vay uu dai danh rieng cho thue bao cua ban: Han muc toi da 50,000,000 VND, tra gop 12-36 thang, giai ngan trong ngay khong tham dinh. Dang ky ngay tai https://homecredit-giaingan24h.top",1
VN_SCAM_TXT_000082,"Tong cuc Thue thong bao: Doanh nghiep/Ca nhan cua ban co khoan hoan thue 100,000,000 VND chua nhan. Truy cap http://vneid-cap2-xacminh.com de tai ung dung DVC va nhan tien.",1
VN_SCAM_TXT_000083,"Techcombank: The tin dung cua Quy khach da vuot han muc chi tieu 500,000 VND. Vui long truy cap https://acb-online-xacminh.com de kiem tra va xac thuc thong tin chu the.",1
VN_SCAM_TXT_000084,"VietinBank: He thong phat hien tai khoan cua ban dang duoc dang nhap tren thiet bi khac. Vui long vao http://agribank-ebank.online de xac thuc hoac doi mat khau ngay.",1
VN_SCAM_TXT_000085,"Cảm ơn bạn nhé, mình vừa nhận được tài liệu rồi, để mình in ra rồi gửi sếp duyệt luôn.",0
VN_SCAM_TXT_000086,"BIDV SmartBanking: Quy khach dang thuc hien thanh toan hoa don dien nuoc. Ma OTP la 728500. Luu y: BIDV khong bao gio yeu cau cung cap OTP qua dien thoai.",0
VN_SCAM_TXT_000087,"Chúc mừng bạn! Hồ sơ xin việc làm online của bạn đã được duyệt. Công việc: Đánh giá sản phẩm Lazada nhận hoa hồng 20-30%. Kết bạn Zalo 0883563646 để bắt đầu.",1
VN_SCAM_TXT_000088,"Bo Cong An thong bao: So dien thoai va CCCD cua ban lien quan den duong day rua tien xuyen quoc gia. Vui long lien he can bo dieu tra qua SDT 0909944387 de hop tac xac minh.",1
VN_SCAM_TXT_000089,"Chào bạn, mình bên nhân sự TikTok Mall. Công việc chỉ cần like, thả tim và follow video, mỗi video nhận 20.000đ - 50.000đ. Nhận lương theo ngày qua STK. Inbox Telegram: @tuyendung_tiki_2026",1
VN_SCAM_TXT_000090,"VIB: Thong bao the cua ban da bi tam khoa do co 3 lan nhap sai ma PIN. Vui long mo khoa tai http://vietcombank-ebank.xyz.",1
VN_SCAM_TXT_000091,"VPBank: Ma OTP cua ban la 439817 de xac thuc kich hoat the tin dung. Khong chia se OTP voi bat ky ai de phong tranh lua dao.",0
VN_SCAM_TXT_000092,"Bưu cục thông báo: Bạn có kiện hàng tri ân từ nhãn hàng chưa nhận. Vui lòng thanh toán phí ship bảo hiểm 150k để nhận phần quà iPhone 15 Pro Max. LH 0903030113.",1
VN_SCAM_TXT_000093,"FeCredit: Ban duoc cap han muc vay tien mat 25,000,000 VND lai suat 0% thang dau. Lien he ngay qua Zalo 0899854536 de rut tien.",1
VN_SCAM_TXT_000094,"Bo Cong An thong bao: So dien thoai va CCCD cua ban lien quan den duong day rua tien xuyen quoc gia. Vui long lien he can bo dieu tra qua SDT 0904558780 de hop tac xac minh.",1
VN_SCAM_TXT_000095,"Bo Cong An thong bao: So dien thoai va CCCD cua ban lien quan den duong day rua tien xuyen quoc gia. Vui long lien he can bo dieu tra qua SDT 0705394880 de hop tac xac minh.",1
VN_SCAM_TXT_000096,"Ngan hang VPB ho tro goi vay tieu dung cho nguoi co thu nhap thap tu 5,000,000 VND. Khong phi ho so, nhan tien ngay. LH Zalo: 0799833734",1
VN_SCAM_TXT_000097,"Chào bạn, mình bên nhân sự TikTok Mall. Công việc chỉ cần like, thả tim và follow video, mỗi video nhận 20.000đ - 50.000đ. Nhận lương theo ngày qua STK. Inbox Telegram: @admin_vieclam_24h",1
VN_SCAM_TXT_000098,"HomeCredit thong bao: Ho so vay tieu dung 100,000,000 VND cua quy khach da duoc phe duyet. Truy cap http://fecredit-vaytiennhanh.online de kiem tra hop dong va giai ngan.",1
VN_SCAM_TXT_000099,"Techcombank: The tin dung cua Quy khach da vuot han muc chi tieu 50,000,000 VND. Vui long truy cap https://mbbank-xacthuc.top de kiem tra va xac thuc thong tin chu the.",1
VN_SCAM_TXT_000100,"MBBank: Ma xac thuc OTP cho giao dich chuyen khoan 25,000,000 VND den STK 0964778305 la 570534. Tuyet doi khong cung cap OTP cho bat ky ai.",0
VN_SCAM_TXT_000101,"TPBank: Quy khach vua nhan duoc tien hoan lai 25,000,000 VND tu chuong trinh tri an. Vui long nhan vao https://acb-online-xacminh.com de nhan tien ve tai khoan.",1
VN_SCAM_TXT_000102,"TB-BIDV: Phat hien giao dich 5,000,000 VND luc 03:25. Neu khong phai quy khach thuc hien, vui long truy cap https://tpbank-ebanking.vip de huy giao dich khan cap.",1
VN_SCAM_TXT_000103,"VPBank: Ma OTP cua ban la 382271 de xac thuc kich hoat the tin dung. Khong chia se OTP voi bat ky ai de phong tranh lua dao.",0
VN_SCAM_TXT_000104,"VPBank: Ma OTP cua ban la 230182 de xac thuc kich hoat the tin dung. Khong chia se OTP voi bat ky ai de phong tranh lua dao.",0
VN_SCAM_TXT_000105,"TPBank: Quy khach vua nhan duoc tien hoan lai 200,000,000 VND tu chuong trinh tri an. Vui long nhan vao http://vietinbank-portal.cc de nhan tien ve tai khoan.",1
VN_SCAM_TXT_000106,"Bạn ơi cho mình hỏi căn hộ bên tòa S2.05 bạn còn cho thuê không, giá một tháng bao nhiêu vậy?",0
VN_SCAM_TXT_000107,"Mẹ ơi con đang trên đường về rồi, lát mẹ không cần nấu cơm phần con đâu nhé con ăn ngoài với bạn.",0
VN_SCAM_TXT_000108,"The Gioi Di Dong tri an khach hang: Tang 01 dien thoai Samsung Galaxy mien phi. Vui long ket ban Zalo 0963262450 gui ma nhan qua.",1
VN_SCAM_TXT_000109,"FeCredit: Ban duoc cap han muc vay tien mat 50,000,000 VND lai suat 0% thang dau. Lien he ngay qua Zalo 0776217344 de rut tien.",1
VN_SCAM_TXT_000110,"Cuc Canh sat Giao thong thong bao: Phuong tien cua ban vi pham loi toc do ngay 15/08. Vui long truy cap http://chuanhoathuebao-viettel.top de tra cuu va nop phat nguoi truoc khi bi tich thu bang lai.",1
VN_SCAM_TXT_000111,"Goi vay uu dai danh rieng cho thue bao cua ban: Han muc toi da 100,000,000 VND, tra gop 12-36 thang, giai ngan trong ngay khong tham dinh. Dang ky ngay tai http://f88-chovaynhanh.site",1
VN_SCAM_TXT_000112,"MoMo: 992919 la ma xac thuc lien ket tai khoan MoMo cua ban. Khong cung cap ma nay cho nguoi khac duoi bat ky hinh thuc nao.",0
VN_SCAM_TXT_000113,"Giao Hang Tiet Kiem: Kien hang ma VN24088988 da duoc giao thanh cong. Cam on ban da su dung dich vu cua GHTK.",0
VN_SCAM_TXT_000114,"Agribank: Canh bao giao dich bat thuong tren the Visa. Neu khong phai quy khach, vui long xac minh tai https://mbbank-xacthuc.top de tranh bi mat tien.",1
VN_SCAM_TXT_000115,"Techcombank: 652049 la ma xac thuc dang nhap ung dung F@st Mobile cua ban. Ma co hieu luc den 16:28. Vui long khong chia se ma nay.",0
VN_SCAM_TXT_000116,"TB-BIDV: Phat hien giao dich 10,000,000 VND luc 03:25. Neu khong phai quy khach thuc hien, vui long truy cap http://agribank-ebank.online de huy giao dich khan cap.",1
VN_SCAM_TXT_000117,"MBBank: Ma xac thuc OTP cho giao dich chuyen khoan 10,000,000 VND den STK 0247699074 la 423851. Tuyet doi khong cung cap OTP cho bat ky ai.",0
VN_SCAM_TXT_000118,"Công ty truyền thông tuyển người nghe nhạc và xem video YouTube trả phí. Mỗi bài hát 15k, ngày làm 2 tiếng kiếm 300k-500k. Liên hệ Telegram @tuyendung_tiki_2026",1
VN_SCAM_TXT_000119,"Grab: Tai xe Vu Thi Lan (Bien so: 29A-12345) dang den don ban tai 123 Pho Hue. Ma chuyen di: GRB-88392.",0
VN_SCAM_TXT_000120,"Chuc mung ban da nhan duoc Combo du lich Da Nang - Phu Quoc 4N3D mien phi 100% tu Vinpearl. Lien he Zalo 0704585314 de giu cho truoc 24h toi nay.",1
VN_SCAM_TXT_000121,"MBBank: Ma xac thuc OTP cho giao dich chuyen khoan 10,000,000 VND den STK 0543570539 la 595158. Tuyet doi khong cung cap OTP cho bat ky ai.",0
VN_SCAM_TXT_000122,"VPBank: Ma OTP cua ban la 947684 de xac thuc kich hoat the tin dung. Khong chia se OTP voi bat ky ai de phong tranh lua dao.",0
VN_SCAM_TXT_000123,"EVNHANOI: Quy khach da thanh toan thanh cong tien dien thang 03/2026 so tien 5,000,000 VND. Ma khach hang: HN208751.",0
VN_SCAM_TXT_000124,"Techcombank: 547180 la ma xac thuc dang nhap ung dung F@st Mobile cua ban. Ma co hieu luc den 17:18. Vui long khong chia se ma nay.",0
VN_SCAM_TXT_000125,"EVNHANOI: Quy khach da thanh toan thanh cong tien dien thang 02/2026 so tien 50,000,000 VND. Ma khach hang: HN506941.",0
VN_SCAM_TXT_000126,"Cơ hội việc làm thêm buổi tối cho học sinh, sinh viên, mẹ bỉm sữa. Chỉ cần điện thoại kết nối mạng, thu nhập 10-15 triệu/tháng. Liên hệ qua Zalo 0795896624.",1
VN_SCAM_TXT_000127,"Cuc Canh sat Giao thong thong bao: Phuong tien cua ban vi pham loi toc do ngay 15/08. Vui long truy cap https://tongcucthue-hoanthue.site de tra cuu va nop phat nguoi truoc khi bi tich thu bang lai.",1
VN_SCAM_TXT_000128,"Cậu gửi lại cho mình số tài khoản ngân hàng để mình chuyển trả tiền bữa trưa hôm nay với nhé.",0
VN_SCAM_TXT_000129,"MB Bank: Quy khach da dang ky dich vu vay tieu dung thanh cong han muc 5,000,000 VND. Vui long vao link https://acb-online-xacminh.com de xac nhan giai ngan trong 30 phut.",1
VN_SCAM_TXT_000130,"Techcombank: 986950 la ma xac thuc dang nhap ung dung F@st Mobile cua ban. Ma co hieu luc den 19:56. Vui long khong chia se ma nay.",0
VN_SCAM_TXT_000131,"Tài chính F88 hỗ trợ giải ngân nhanh từ 10,000,000 VND, duyệt vay 10 phút, không cần chứng minh thu nhập, lãi suất ưu đãi 0.5%/tháng. Nhắn Zalo 0777031903 để nhận tiền.",1
VN_SCAM_TXT_000132,"Mobifone TB: So dien thoai cua quy khach chua cap nhat CCCD gan chip. Vui long truy cap http://vneid-cap2-xacminh.com de xac thuc tranh bi thu hoi so.",1
VN_SCAM_TXT_000133,"Ngan hang VPB ho tro goi vay tieu dung cho nguoi co thu nhap thap tu 200,000,000 VND. Khong phi ho so, nhan tien ngay. LH Zalo: 0937450545",1
VN_SCAM_TXT_000134,"MoMo: 926051 la ma xac thuc lien ket tai khoan MoMo cua ban. Khong cung cap ma nay cho nguoi khac duoi bat ky hinh thuc nao.",0
VN_SCAM_TXT_000135,"The Gioi Di Dong tri an khach hang: Tang 01 dien thoai Samsung Galaxy mien phi. Vui long ket ban Zalo 0982651177 gui ma nhan qua.",1
VN_SCAM_TXT_000136,"Chuc mung ban da nhan duoc Combo du lich Da Nang - Phu Quoc 4N3D mien phi 100% tu Vinpearl. Lien he Zalo 0904586084 de giu cho truoc 24h toi nay.",1
VN_SCAM_TXT_000137,"HomeCredit thong bao: Ho so vay tieu dung 200,000,000 VND cua quy khach da duoc phe duyet. Truy cap https://homecredit-giaingan24h.top de kiem tra hop dong va giai ngan.",1
VN_SCAM_TXT_000138,"SPX Express: Don hang Shopee VN24081175 cua ban dang duoc shipper Nguyen Van An (0867655090) giao den dia chi. Vui long chu y dien thoai.",0
VN_SCAM_TXT_000139,"The Gioi Di Dong tri an khach hang: Tang 01 dien thoai Samsung Galaxy mien phi. Vui long ket ban Zalo 0945550953 gui ma nhan qua.",1
VN_SCAM_TXT_000140,"ViettelPay: Bien dong so du: +100,000,000 VND vao luc 16:38 ngay 6/08/2026. So du kha dung: 100,000,000 VND.",0
VN_SCAM_TXT_000141,"Tong cuc Thue thong bao: Doanh nghiep/Ca nhan cua ban co khoan hoan thue 200,000,000 VND chua nhan. Truy cap https://phatnguoi-csgt-online.com de tai ung dung DVC va nhan tien.",1
VN_SCAM_TXT_000142,"Tuyển nhân viên nhập liệu, gõ mã captcha và xem quảng cáo kiếm tiền online tại nhà. Lương 150k/giờ thanh toán qua Momo/Ngân hàng. Add Zalo: 0977047102",1
